rgi_id,rgi_region,rgi_subregion,name,cenlon,cenlat,rgi_area_km2,rgi_year,glacier_type,terminus_type,is_tidewater,status,dem_source,error_task,error_msg,t_star,mu_star_glacierwide,mu_star_flowline_avg,mu_star_allsame,mb_bias,inv_volume_km3,vas_volume_km3,inv_volume_bsl_km3,inv_volume_bwl_km3,flowline_type,inversion_glen_a,inversion_fs,dem_mean_elev,dem_med_elev,dem_min_elev,dem_max_elev,dem_max_elev_on_ext,dem_min_elev_on_ext,dem_perc_area_above_max_elev_on_ext,terminus_lon,terminus_lat,main_flowline_length,inv_flowline_glacier_area,flowline_mean_elev,flowline_max_elev,flowline_min_elev,flowline_avg_slope,flowline_avg_width,flowline_last_width,flowline_last_5_widths,ref_hgt_qc_diff
RGI60-10.01443,10,10-04,,87.532791138,49.140533447,0.026,2013,Glacier,Land-terminating,False,Glacier or ice cap,NASADEM,,,1995.0,50.11797125785235,50.11797125785234,True,95.15488214712651,0.000388683727092329,0.00022494030025045476,0.0,0.0,elevation_band,3.333470841622217e-24,0.0,3338.2021484375,3340.0,3300.0,3376.0,3376.0,3300.0,0.0,87.53134786471725,49.13977628221788,216.0,26000.0,3335.086430689895,3360.978084243252,3305.2673000163754,0.2797540924213683,120.37037037037037,44.74430431863251,117.74670840405767,280.0
RGI60-10.01444,10,10-04,,87.527450562,49.141231537,0.03,2013,Glacier,Land-terminating,False,Glacier or ice cap,NASADEM,,,1995.0,49.91786836954863,49.91786836954862,True,95.15327579521042,0.0004587737826615158,0.00027385497961142493,0.0,0.0,elevation_band,3.333470841622217e-24,0.0,3270.573486328125,3275.0,3212.0,3309.0,3309.0,3212.0,0.0,87.52650313993101,49.14093047432567,216.0,29999.999999999996,3272.8974707388843,3298.7831284593003,3237.221129230782,0.30623814186654297,138.88888888888886,79.58371702072708,129.80917427985923,220.0
RGI60-10.01445,10,10-04,,87.563873291,49.123249054,0.146,2013,Glacier,Land-terminating,False,Glacier or ice cap,NASADEM,,,1995.0,52.04505066197164,52.04505066197165,True,95.63084753326048,0.0030376139013055196,0.002412482067070408,0.0,0.0,elevation_band,3.333470841622217e-24,0.0,3012.904296875,2984.0,2903.0,3429.0,3429.0,2903.0,0.0,87.56809208803784,49.12278753708479,690.0,146000.00000000003,3020.39752241295,3420.4910870131325,2909.7820091575836,0.5691714610968212,211.5942028985508,19.65017741989494,121.16771516411465,
RGI60-10.01446,10,10-04,,87.426071167,49.141921997,0.122,2013,Glacier,Land-terminating,False,Glacier or ice cap,NASADEM,,,1995.0,40.81028362372234,40.81028362372232,True,95.6382245979939,0.0021625050385512454,0.0018846195165162795,0.0,0.0,elevation_band,3.333470841622217e-24,0.0,2928.722412109375,2924.5,2774.0,3174.0,3174.0,2774.0,0.0,87.42635221352491,49.14280667384802,540.0,121999.99999999999,2933.730096317913,3135.61855469653,2790.124382546785,0.5730241085107922,225.9259259259259,134.77974356074895,241.6215920380896,
RGI60-10.01447,10,10-04,,87.198631287,49.087917328,1.512,2013,Glacier,Land-terminating,False,Glacier or ice cap,NASADEM,,,1995.0,50.21270240728879,50.2127024072888,True,99.39856593433875,0.050376654661124946,0.06002921026664807,0.0,0.0,elevation_band,3.333470841622217e-24,0.0,2905.14990234375,2851.0,2493.0,3784.0,3784.0,2493.0,0.0,87.24551612308663,49.079282006874166,2214.0,1512000.0000000002,2909.2850435350906,3718.5038412068257,2517.5740028044506,0.48720734554488854,682.9268292682927,320.7986054830925,879.1769753399847,
RGI60-10.01448,10,10-04,,87.19052124,49.120147705,2.011,2013,Glacier,Land-terminating,False,Glacier or ice cap,NASADEM,,,1995.0,81.34903722064931,81.34903722064934,True,98.25851779693788,0.08143269897762259,0.0888526764113257,0.0,0.0,elevation_band,3.333470841622217e-24,0.0,3160.8134765625,3092.5,2740.0,3841.0,3841.0,2740.0,0.0,87.18225664758248,49.12610147659349,2400.0,2011000.0000000002,3165.4139235378557,3813.1527768477304,2760.8500860230997,0.38519932429082293,837.9166666666667,120.60008876502539,188.81923033732477,
RGI60-10.01449,10,10-04,,87.307891846,49.087379456,1.217,2013,Glacier,Land-terminating,False,Glacier or ice cap,NASADEM,,,1995.0,53.198097040038895,53.1980970400389,True,98.44150256792184,0.041963111001378776,0.04454033325150211,0.0,0.0,elevation_band,3.333470841622217e-24,0.0,2942.416015625,2932.0,2711.0,3331.0,3331.0,2717.0,0.0,87.28307674353515,49.078987312131254,1600.0,1217000.0,2937.5785966834214,3278.744591198432,2728.834384389778,0.3275866794116052,760.625,54.05568078384045,238.275792143195,
RGI60-10.01450,10,10-04,,87.206497192,49.123718262,0.83,2013,Glacier,Land-terminating,False,Glacier or ice cap,NASADEM,,,1995.0,78.3144905787355,78.31449057873549,True,97.9718096290594,0.02680638614067442,0.026315479879376578,0.0,0.0,elevation_band,3.333470841622217e-24,0.0,3148.33251953125,3148.0,2853.0,3424.0,3424.0,2853.0,0.0,87.19663956074656,49.126422144367396,1288.0,830000.0,3146.4436795816946,3389.019743697985,2880.840949114752,0.3722386871380093,644.4099378881989,124.5180653739473,319.4788202280512,
RGI60-10.01451,10,10-04,,87.305160522,49.079559326,0.613,2013,Glacier,Land-terminating,False,Glacier or ice cap,NASADEM,,,1995.0,51.42610370876043,51.42610370876043,True,98.76167612496789,0.01734158811292587,0.017347506924020893,0.0,0.0,elevation_band,3.333470841622217e-24,0.0,2920.409423828125,2907.5,2697.0,3283.0,3283.0,2697.0,0.0,87.3186234306341,49.07374254867044,1176.0,613000.0,2916.9776910421274,3243.628944399496,2701.720944306971,0.4266927947534668,521.2585034013606,58.226751681693706,264.84506486640646,
RGI60-10.01452,10,10-04,,87.206420898,49.072822571,0.672,2013,Glacier,Land-terminating,False,Glacier or ice cap,NASADEM,,,1995.0,65.17636682430773,65.17636682430773,True,99.90856646441816,0.021606195434260206,0.019683923453626177,0.0,0.0,elevation_band,3.333470841622217e-24,0.0,3052.846435546875,3036.0,2820.0,3428.0,3428.0,2820.0,0.0,87.21692579333525,49.06964863978127,1344.0,672000.0,3053.08529281013,3389.5133415742116,2844.2920530272145,0.3884372170953056,500.0,179.66248015094718,550.9010463372587,
RGI60-10.01453,10,10-04,,87.20249176,49.075057983,0.326,2013,Glacier,Land-terminating,False,Glacier or ice cap,NASADEM,,,1995.0,69.85068829894718,69.85068829894715,True,99.85976041305044,0.009641338588555934,0.0072803643963161606,0.0,0.0,elevation_band,3.333470841622217e-24,0.0,3084.222900390625,3073.0,2878.0,3428.0,3428.0,2878.0,0.0,87.19631880823306,49.073336674627456,1080.0,326000.0,3089.9462430102794,3392.4796536565136,2903.9634614897755,0.40708769911038917,301.85185185185185,194.62175426023128,264.9925177280787,
RGI60-10.01454,10,10-04,,87.184066772,49.086967468,0.54,2013,Glacier,Land-terminating,False,Glacier or ice cap,NASADEM,,,1995.0,96.78454661804749,96.78454661804749,True,99.58078273945277,0.014313637120530893,0.014572039399274523,0.0,0.0,elevation_band,3.333470841622217e-24,0.0,3243.736328125,3256.0,2888.0,3775.0,3775.0,2888.0,0.0,87.17973607606885,49.08589653287815,1160.0,540000.0,3241.584726281058,3718.756797878763,2903.646804545013,0.5895559300329787,465.51724137931024,138.790881454228,247.4405631721564,
RGI60-10.01455,10,10-04,,87.199859619,49.146850586,0.176,2013,Glacier,Land-terminating,False,Glacier or ice cap,NASADEM,,,1995.0,49.721203393628734,49.72120339362873,True,97.19286225613291,0.003458379793803792,0.0031193121388369315,0.0,0.0,elevation_band,3.333470841622217e-24,0.0,2925.078125,2950.0,2738.0,3157.0,3157.0,2738.0,0.0,87.19966425294267,49.14934389748098,640.0,176000.00000000003,2926.781059185284,3108.0438186881292,2757.20896997457,0.5105079962011849,275.00000000000006,96.85915374615435,186.40128925108596,
RGI60-10.01456,10,10-04,,87.209487915,49.144271851,0.538,2013,Glacier,Land-terminating,False,Glacier or ice cap,NASADEM,,,1995.0,58.96229488887157,58.96229488887158,True,97.19470521520226,0.013585700161022785,0.01449788151354207,0.0,0.0,elevation_band,3.333470841622217e-24,0.0,3026.37353515625,3020.0,2793.0,3236.0,3236.0,2793.0,0.0,87.21286702403711,49.147953110034244,1000.0,538000.0,3027.209620987741,3218.0518080840075,2821.4463754210383,0.3783391215637819,538.0,141.66956121956588,287.8548732380264,
RGI60-10.01457,10,10-04,,87.200744629,49.140155792,0.117,2013,Glacier,Land-terminating,False,Glacier or ice cap,NASADEM,,,1995.0,61.19979583739971,61.199795837399705,True,97.42582551128035,0.0035113941564599758,0.0017792397678569496,0.0,0.0,elevation_band,3.333470841622217e-24,0.0,3156.52587890625,3152.0,3092.0,3244.0,3244.0,3092.0,0.0,87.19170676059788,49.14031416186915,720.0,117000.0,3159.8530986395567,3220.428685534449,3109.2488069912556,0.15929497370039578,162.5,118.77020304392168,140.49221275414115,110.0
RGI60-10.01458,10,10-04,,87.383285522,49.098770142,5.837,2013,Glacier,Land-terminating,False,Glacier or ice cap,NASADEM,,,1995.0,52.48784860289769,52.487848602897685,True,97.45778817426738,0.363441150311008,0.38458270108730747,0.0,0.0,elevation_band,3.333470841622217e-24,0.0,3025.83837890625,3006.0,2678.0,3573.0,3573.0,2678.0,0.0,87.38620610418631,49.12401250502024,4048.0,5836999.999999999,3029.8013486614723,3523.8388146213524,2695.377418087191,0.20531168302926667,1441.9466403162053,244.50747841490465,462.6087302776988,
RGI60-10.01459,10,10-04,,87.306045532,49.117607117,6.936,2013,Glacier,Land-terminating,False,Glacier or ice cap,NASADEM,,,1995.0,66.21722020309963,66.21722020309963,True,97.32956336563616,0.47785963730835657,0.4875328773582465,0.0,0.0,elevation_band,3.333470841622217e-24,0.0,3059.401123046875,3056.0,2738.0,3509.0,3509.0,2738.0,0.0,87.32623221005277,49.13434702476622,4230.0,6936000.000000001,3062.05929732071,3481.57713186229,2752.253386792669,0.17159327101313135,1639.7163120567373,189.76819687291712,450.16004272908475,
RGI60-10.01460,10,10-04,,87.213500977,49.115020752,3.938,2013,Glacier,Land-terminating,False,Glacier or ice cap,NASADEM,,,1995.0,70.77885810874095,70.77885810874098,True,98.22777756340925,0.22265475544510124,0.2238633614965491,0.0,0.0,elevation_band,3.333470841622217e-24,0.0,3100.010986328125,3072.0,2669.0,3845.0,3845.0,2669.0,0.0,87.21968046407346,49.0908489621947,3572.0,3938000.0000000005,3097.4811873133085,3766.11292264895,2670.6597966678733,0.29179178355907104,1102.4636058230685,37.52769825052869,245.8739071634296,
RGI60-10.01461,10,10-04,,87.405914307,49.100837708,2.955,2013,Glacier,Land-terminating,False,Glacier or ice cap,NASADEM,,,1995.0,56.320594809557235,56.320594809557235,True,97.23323723404381,0.15415938377601474,0.15083268400841152,0.0,0.0,elevation_band,3.333470841622217e-24,0.0,3067.8837890625,3080.5,2658.0,3526.0,3526.0,2658.0,0.0,87.43175184323574,49.104441961281424,3128.0,2954999.999999999,3069.3420046039964,3473.377783691657,2670.4277545759032,0.2518410301543627,944.6930946291561,30.047511691741043,173.66891472050514,
RGI60-10.01462,10,10-04,,87.284957886,49.107273102,3.859,2013,Glacier,Land-terminating,False,Glacier or ice cap,NASADEM,,,1995.0,68.1062138859632,68.1062138859632,True,97.88166407520004,0.23426152433630873,0.217711684248476,0.0,0.0,elevation_band,3.333470841622217e-24,0.0,3076.7314453125,3055.0,2834.0,3487.0,3487.0,2834.0,0.0,87.28434392328256,49.097316353136506,2736.0,3859000.000000001,3076.630031422624,3413.066662505226,2849.5644101370626,0.20732679378841354,1410.4532163742688,256.6850970361446,578.6038458844024,
RGI60-10.01463,10,10-04,,87.27796936,49.116607666,0.108,2013,Glacier,Land-terminating,False,Glacier or ice cap,NASADEM,,,1995.0,73.62977316692906,73.62977316692907,True,97.59455741611949,0.0017777195909502717,0.0015938101227819233,0.0,0.0,elevation_band,3.333470841622217e-24,0.0,3369.099853515625,3374.0,3227.0,3505.0,3505.0,3227.0,0.0,87.2793170316362,49.11446592679428,420.0,108000.0,3368.638106816945,3485.8893552933346,3247.312128238553,0.5344931548774938,257.14285714285717,120.01030512518165,260.2598517764798,250.0
RGI60-10.01464,10,10-04,,87.196990967,49.095870972,2.644,2013,Glacier,Land-terminating,False,Glacier or ice cap,NASADEM,,,1995.0,64.49767169789209,64.49767169789206,True,99.10951580158456,0.13036297556199772,0.12944593354151943,0.0,0.0,elevation_band,3.333470841622217e-24,0.0,3044.333251953125,2971.0,2559.0,3768.0,3768.0,2559.0,0.0,87.16637296286213,49.11118939636788,3168.0,2644000.0,3047.549894693411,3701.8566983306177,2579.628702798563,0.31277742714780216,834.5959595959597,164.54811060715014,259.7802842018817,
RGI60-10.01465,10,10-04,,87.373962402,49.086647034,1.558,2013,Glacier,Land-terminating,False,Glacier or ice cap,NASADEM,,,1995.0,82.79487218726568,82.7948721872657,True,97.9738091227101,0.07525418881433403,0.0625545876130619,0.0,0.0,elevation_band,3.333470841622217e-24,0.0,3172.867919921875,3146.0,2827.0,3606.0,3599.0,2827.0,0.004187994416007445,87.3660804460192,49.08163225062004,2106.0,1557999.9999999998,3173.5517347385953,3567.6767979131005,2855.427980078136,0.3218646294899287,739.7910731244064,112.03175372180422,278.51835428657955,
RGI60-10.01466,10,10-04,,87.356201172,49.11125946,7.703,2013,Glacier,Land-terminating,False,Glacier or ice cap,NASADEM,,,1995.0,62.33314293561291,62.33314293561289,True,97.18566387471162,0.5709947181477344,0.5631658046082954,0.0,0.0,elevation_band,3.333470841622217e-24,0.0,3026.67529296875,3020.0,2649.0,3578.0,3578.0,2649.0,0.0,87.3826371024467,49.12872509856831,4998.0,7703000.0,3030.018741367766,3516.6156845711994,2664.3238989940755,0.17210542874514134,1541.216486594638,238.9013829131981,399.6103764874237,
RGI60-10.01467,10,10-04,,87.266723633,49.10987854,0.7,2013,Glacier,Land-terminating,False,Glacier or ice cap,NASADEM,,,1995.0,74.51288744232856,74.51288744232856,True,97.93884282971821,0.026643900648724735,0.020820383372882376,0.0,0.0,elevation_band,3.333470841622217e-24,0.0,3119.887939453125,3086.0,2953.0,3349.0,3345.0,2953.0,0.006228373702422145,87.26547508993478,49.10668665378091,1276.0,699999.9999999999,3123.198260237594,3329.305418527989,2965.097806434586,0.27945632323893116,548.5893416927898,49.267684445293334,253.4611978708997,
RGI60-10.01468,10,10-04,,87.435440063,49.080356598,7.72,2013,Glacier,Land-terminating,False,Glacier or ice cap,NASADEM,,,1995.0,48.99217247035768,48.99217247035769,True,97.81151190201324,0.48364837316711007,0.5648754561001198,0.0,0.0,elevation_band,3.333470841622217e-24,0.0,2994.12744140625,3025.0,2557.0,3505.0,3505.0,2557.0,0.0,87.4592284748357,49.09781837777399,4116.0,7720000.0,2994.538346509135,3444.064647757681,2576.027234763282,0.20956933685348927,1875.6073858114669,287.21416393915393,505.934012309821,
RGI60-10.01469,10,10-04,,87.22731781,49.128444672,2.959,2013,Glacier,Land-terminating,False,Glacier or ice cap,NASADEM,,,1995.0,66.02358084083362,66.02358084083365,True,97.6037826318398,0.11681449997461023,0.1511134928936705,0.0,0.0,elevation_band,3.333470841622217e-24,0.0,3084.405517578125,3065.0,2811.0,3423.0,3423.0,2811.0,0.0,87.24117937547192,49.13234950130622,1972.0,2959000.0000000014,3085.424889815187,3392.444637238734,2819.0837015575867,0.28485502239612404,1500.507099391481,13.879595137376324,477.5089519416689,
RGI60-10.01470,10,10-04,,87.325393677,49.09425354,3.662,2013,Glacier,Land-terminating,False,Glacier or ice cap,NASADEM,,,1995.0,67.70983254400907,67.70983254400907,True,98.04431097775282,0.18957486514003924,0.20257769930277683,0.0,0.0,elevation_band,3.333470841622217e-24,0.0,3068.765625,3053.5,2782.0,3589.0,3589.0,2782.0,0.0,87.33927623963804,49.08426372809185,2516.0,3661999.999999999,3073.2195016593005,3552.4756552433414,2827.2270523702696,0.28512900846896183,1455.484896661367,424.22242512605754,908.9515767604046,
RGI60-10.01471,10,10-04,,87.38508606,49.081459045,3.092,2013,Glacier,Land-terminating,False,Glacier or ice cap,NASADEM,,,1995.0,60.550199708070046,60.550199708070046,True,98.09267397132555,0.14299868386945302,0.1605307405863082,0.0,0.0,elevation_band,3.333470841622217e-24,0.0,3101.079345703125,3080.0,2786.0,3499.0,3499.0,2786.0,0.0,87.37000665273867,49.074789013750966,2520.0,3092000.000000001,3107.733371696393,3478.671441649539,2799.3718537534182,0.2624928283972354,1226.9841269841272,198.84100696528267,561.5775678390261,
RGI60-10.01472,10,10-04,,87.250534058,49.122234344,6.127,2013,Glacier,Land-terminating,False,Glacier or ice cap,NASADEM,,,1995.0,63.73015962387217,63.730159623872154,True,97.62309437126872,0.3311412915320587,0.4110974212228716,0.0,0.0,elevation_band,3.333470841622217e-24,0.0,3041.34716796875,3026.0,2718.0,3503.0,3503.0,2718.0,0.0,87.2570145215733,49.13508479405857,3060.0,6127000.000000001,3041.1849139411206,3436.6273819010444,2729.0943814592447,0.2311910920864103,2002.2875816993464,210.61698355044155,448.6811807504193,
RGI60-10.01473,10,10-04,,87.224105835,49.147483826,0.193,2013,Glacier,Land-terminating,False,Glacier or ice cap,NASADEM,,,1995.0,56.39073453078537,56.39073453078539,True,96.94462565856028,0.0041952587722951205,0.0035409534454694815,0.0,0.0,elevation_band,3.333470841622217e-24,0.0,3001.7568359375,3000.5,2903.0,3121.0,3121.0,2903.0,0.0,87.22332897009491,49.14984073455412,544.0,193000.00000000003,3003.273515669797,3092.90636417661,2911.132416717398,0.3337335985971306,354.7794117647059,59.07250807690117,203.5192341541203,
RGI60-10.01474,10,10-04,,87.578361511,49.145172119,0.587,2013,Glacier,Land-terminating,False,Glacier or ice cap,NASADEM,,,1995.0,48.93891851433212,48.938918514332094,True,94.82359807918384,0.013487141344651628,0.016343922950708994,0.0,0.0,elevation_band,3.333470841622217e-24,0.0,3037.907958984375,3009.0,2822.0,3320.0,3320.0,2822.0,0.0,87.58385379551288,49.14939447386745,882.0,587000.0000000001,3039.2048683730472,3270.422646388626,2845.1468367371713,0.4462055655198763,665.5328798185939,136.6066063805334,252.75309965794514,
RGI60-10.01475,10,10-04,,87.368118286,49.148536682,0.315,2013,Glacier,Land-terminating,False,Glacier or ice cap,NASADEM,,,1995.0,73.00153684971194,73.00153684971194,True,95.77025742708918,0.00760411340121026,0.006944738999266393,0.0,0.0,elevation_band,3.333470841622217e-24,0.0,3132.40185546875,3169.5,2767.0,3402.0,3402.0,2767.0,0.0,87.37754639574409,49.152892859869795,1008.0,315000.0,3133.4985109525987,3371.6273350360634,2781.8212249541793,0.5245727970447709,312.49999999999994,102.16669607479395,148.9597107771473,
RGI60-10.01476,10,10-04,,87.518875122,49.145996094,0.319,2013,Glacier,Land-terminating,False,Glacier or ice cap,NASADEM,,,1995.0,64.36098125666679,64.36098125666678,True,95.02661616311843,0.0072408693766499626,0.007066284294979479,0.0,0.0,elevation_band,3.333470841622217e-24,0.0,3172.227294921875,3184.0,2846.0,3384.0,3384.0,2846.0,0.0,87.51478536256373,49.150789271421225,828.0,319000.00000000006,3172.2623012285108,3361.9160006074953,2874.806677974304,0.5235135698892371,385.2657004830918,95.30278006771736,215.14950342027254,
RGI60-10.01477,10,10-04,,87.564483643,49.145782471,1.493,2013,Glacier,Land-terminating,False,Glacier or ice cap,NASADEM,,,1995.0,58.20664401352781,58.20664401352781,True,94.85196885615605,0.05662511413191762,0.05899444946596179,0.0,0.0,elevation_band,3.333470841622217e-24,0.0,3124.88427734375,3086.0,2869.0,3530.0,3521.0,2869.0,0.002944062806673209,87.564443585206,49.15268305037248,1782.0,1493000.0000000002,3125.608194041379,3484.920795787299,2883.5537186905926,0.3260276981774978,837.8226711560045,121.67585150694237,317.43581365891225,
RGI60-10.01478,10,10-04,,87.528335571,49.146728516,1.404,2013,Glacier,Land-terminating,False,Glacier or ice cap,NASADEM,,,1995.0,59.202921641069096,59.2029216410691,True,94.96124861905588,0.04874061471404333,0.054213655316446695,0.0,0.0,elevation_band,3.333470841622217e-24,0.0,3133.31689453125,3137.0,2859.0,3419.0,3419.0,2859.0,0.0,87.5431213079914,49.15007584637648,1458.0,1404000.0,3136.0280668555133,3387.319694758782,2881.5010004000046,0.3355111963419336,962.9629629629629,132.28505982298444,431.19578160722597,
RGI60-10.01479,10,10-04,,87.362991333,49.150367737,0.116,2013,Glacier,Land-terminating,False,Glacier or ice cap,NASADEM,,,1995.0,65.73063204497817,65.73063204497817,True,95.74096284085475,0.0029731740929753447,0.0017583634680716695,0.0,0.0,elevation_band,3.333470841622217e-24,0.0,3116.6220703125,3126.5,3024.0,3215.0,3215.0,3024.0,0.0,87.36290147950997,49.154617763790625,690.0,115999.99999999999,3117.347568005843,3207.32972423261,3028.5352856826935,0.26251120767534675,168.11594202898547,23.889042123961648,89.56106959741288,30.0
RGI60-10.01480,10,10-04,,87.304039001,49.1432724,0.624,2013,Glacier,Land-terminating,False,Glacier or ice cap,NASADEM,,,1995.0,80.55192319227481,80.55192319227481,True,96.42002809614044,0.018244308571249798,0.017776969522837565,0.0,0.0,elevation_band,3.333470841622217e-24,0.0,3177.29931640625,3186.0,2822.0,3530.0,3530.0,2822.0,0.0,87.31147792965741,49.14640850873912,1470.0,623999.9999999999,3178.2636885814145,3513.329361108671,2844.2664601305382,0.42209354482559197,424.48979591836735,49.448231772298726,192.4781683130356,
RGI60-10.01481,10,10-04,,87.299026489,49.151218414,0.264,2013,Glacier,Land-terminating,False,Glacier or ice cap,NASADEM,,,1995.0,62.587072180655674,62.58707218065564,True,96.17838464111318,0.007014072470631001,0.0054473379120776825,0.0,0.0,elevation_band,3.333470841622217e-24,0.0,3062.2529296875,3075.0,2878.0,3200.0,3200.0,2878.0,0.0,87.30063547466355,49.1566794539802,782.0,264000.00000000006,3060.6605778683042,3186.8970947893145,2907.9173880122207,0.3476264871802365,337.5959079283888,215.67386875530437,398.3674601900176,
RGI60-10.01482,10,10-04,,87.278419495,49.14491272,0.514,2013,Glacier,Land-terminating,False,Glacier or ice cap,NASADEM,,,1995.0,57.536017659766614,57.53601765976663,True,96.56657231623012,0.010204440662903946,0.013616114840354833,0.0,0.0,elevation_band,3.333470841622217e-24,0.0,3016.043212890625,3005.0,2745.0,3344.0,3344.0,2745.0,0.0,87.27485841266068,49.1483478599244,800.0,514000.0,3011.9527812400074,3299.303897376165,2755.585246100386,0.6140687874749748,642.4999999999999,60.62790781756476,468.8624686593136,
RGI60-10.01483,10,10-04,,87.29019165,49.143531799,0.794,2013,Glacier,Land-terminating,False,Glacier or ice cap,NASADEM,,,1995.0,84.0815282839589,84.08152828395892,True,96.52022296213171,0.022118431771169948,0.024758943449317127,0.0,0.0,elevation_band,3.333470841622217e-24,0.0,3199.335693359375,3212.0,2860.0,3475.0,3475.0,2860.0,0.0,87.29099669568825,49.14832310240383,1276.0,794000.0,3198.7403120605045,3448.458168817893,2879.618452002988,0.42497068145399697,622.2570532915362,28.578949382528833,119.6061042513542,
RGI60-10.01484,10,10-04,,87.303863525,49.136123657,0.682,2013,Glacier,Land-terminating,False,Glacier or ice cap,NASADEM,,,1995.0,90.74578666287636,90.74578666287636,True,96.67626386690097,0.026313521774298968,0.020087802610158977,0.0,0.0,elevation_band,3.333470841622217e-24,0.0,3235.53466796875,3219.0,2896.0,3530.0,3530.0,2896.0,0.0,87.31732416751717,49.13716923112357,1672.0,681999.9999999999,3230.548849006957,3509.2060172010806,2902.449499066294,0.3471660053758303,407.89473684210515,35.83311615075573,130.62525793629578,
RGI60-10.01485,10,10-04,,87.355979919,49.148429871,0.948,2013,Glacier,Land-terminating,False,Glacier or ice cap,NASADEM,,,1995.0,80.38286476839178,80.38286476839176,True,95.85665293854517,0.032907442506481754,0.03159296460163692,0.0,0.0,elevation_band,3.333470841622217e-24,0.0,3180.728515625,3168.0,2949.0,3402.0,3402.0,2949.0,0.0,87.35742353748978,49.15734902970314,1296.0,948000.0000000002,3180.154543743657,3359.4886780588445,2965.7911601666524,0.2974459093581074,731.4814814814815,64.21856962733142,168.58684716748022,
RGI60-10.01486,10,10-04,,87.588317871,49.139881134,0.29,2013,Glacier,Land-terminating,False,Glacier or ice cap,NASADEM,,,1995.0,48.92443140755809,48.9244314075581,True,94.97001965895109,0.006482588028302423,0.00619835097632552,0.0,0.0,elevation_band,3.333470841622217e-24,0.0,3039.616455078125,3013.0,2892.0,3286.0,3286.0,2892.0,0.0,87.5913525884999,49.14320144631847,720.0,289999.99999999994,3039.8732611508162,3243.428149312601,2909.6614470955374,0.4291240980282812,402.77777777777777,99.62116199444682,233.046960647176,
RGI60-10.01487,10,10-04,,87.310165405,49.157539368,0.084,2013,Glacier,Land-terminating,False,Glacier or ice cap,NASADEM,,,1995.0,54.14571237733069,54.14571237733067,True,95.87112609384987,0.0013053379984332512,0.0011281398370691538,0.0,0.0,elevation_band,3.333470841622217e-24,0.0,2975.4814453125,2975.0,2892.0,3065.0,3065.0,2892.0,0.0,87.30952420276422,49.158836034956174,392.0,84000.0,2979.2703601674634,3058.73521942471,2904.8783584304997,0.3848338332805802,214.28571428571428,47.31228554164073,199.5655835132756,
RGI60-10.01488,10,10-04,,87.19203186,49.144035339,0.186,2013,Glacier,Land-terminating,False,Glacier or ice cap,NASADEM,,,1995.0,55.73522195436148,55.735221954361485,True,97.36920844258114,0.004102750203007275,0.003365574553054428,0.0,0.0,elevation_band,3.333470841622217e-24,0.0,2992.388916015625,2984.0,2902.0,3131.0,3131.0,2902.0,0.0,87.1936732713531,49.14719619025289,608.0,185999.99999999997,2996.2717023415776,3113.9630115208793,2910.118720630103,0.32431005084000025,305.9210526315789,50.72102756362467,118.0313720043154,
RGI60-10.01489,10,10-04,,87.269363403,49.143203735,0.029,2013,Glacier,Land-terminating,False,Glacier or ice cap,NASADEM,,,1995.0,60.09411252417782,60.094112524177795,True,96.70246354178033,0.00038429154935585246,0.00026138229337396114,0.0,0.0,elevation_band,3.333470841622217e-24,0.0,3036.824462890625,3031.0,2878.0,3217.0,3217.0,2878.0,0.0,87.2682088378522,49.144365324463024,456.0,29000.0,3038.3252267923967,3206.7162051937607,2898.9543588277747,0.6109936042701114,63.596491228070185,42.553311283268116,67.25353944022957,
RGI60-10.01490,10,10-04,,87.186904907,49.146873474,0.064,2013,Glacier,Land-terminating,False,Glacier or ice cap,NASADEM,,,1995.0,45.561433631934,45.561433631934015,True,97.31664433517359,0.0009653120142484311,0.0007762049022483169,0.0,0.0,elevation_band,3.333470841622217e-24,0.0,2869.195556640625,2862.5,2719.0,3054.0,3054.0,2719.0,0.0,87.18785811551214,49.14883382656808,504.0,63999.99999999999,2869.355671641007,3025.3207495245533,2731.0968727510804,0.5350545174226398,126.98412698412702,18.843176107121753,60.95604086245889,
RGI60-10.01491,10,10-04,,87.510650635,49.147109985,0.036,2013,Glacier,Land-terminating,False,Glacier or ice cap,NASADEM,,,1995.0,44.030277893114956,44.03027789311497,True,95.02468357114503,0.000494070927023757,0.0003518802206254995,0.0,0.0,elevation_band,3.333470841622217e-24,0.0,2969.59716796875,2973.0,2904.0,3035.0,3035.0,2904.0,0.0,87.50771924794707,49.14792992152171,234.0,36000.0,2981.015835684731,3025.8782232062463,2937.3648392619075,0.4012757095661058,153.84615384615387,110.31257282560999,139.18619632656527,
RGI60-10.01492,10,10-04,,87.70790863,49.147418976,0.025,2013,Glacier,Land-terminating,False,Glacier or ice cap,NASADEM,,,1995.0,42.09825172088888,42.09825172088889,True,94.42862788524344,0.0003175871720992033,0.00021313090495584178,0.0,0.0,elevation_band,3.333470841622217e-24,0.0,3090.932861328125,3086.0,2962.0,3222.0,3222.0,2962.0,0.0,87.70431099272402,49.1498153439351,408.0,25000.0,3090.6981004907198,3209.7632780188324,2969.683483707175,0.5511715388719332,61.274509803921575,23.90996334808889,52.727376350332904,
